X,Y,U
-0.52519,-0.95616,0.019088
-0.475,-0.9567,0.019512
-0.45,-1,0
-0.425,-0.9567,0.020034
0.325,-0.9567,0.019295
0.35,-1,0
0.375,-0.9567,0.018863
0.91258,-0.6002,0.02844
-0.75,-1,0
-0.7264,-0.95488,0.015213
-0.95918,-0.82457,0.010632
-1,-0.85,0
-0.95918,-0.87457,0.0084924
0.70181,-0.91208,0.026546
0.375,-0.043301,0.019501
0.35,0,0
-0.625,0.9567,0.014698
-0.65,1,0
-0.675,0.9567,0.014004
-0.70141,0.91175,0.025821
-0.9567,0.375,0.018863
-1,0.35,0
-0.9567,0.325,0.019295
-0.9134,0.4,0.035425
0.95918,-0.87457,0.0078558
0.92502,-0.89042,0.012131
1,-0.85,0
0.95918,-0.82457,0.0097195
-0.35,-0.82679,0.071898
-0.375,-0.9567,0.020445
-0.35,-1,0
-0.325,-0.9567,0.020758
0.475,-0.043301,0.018142
0.45,0,0
0.425,-0.043301,0.01883
0.425,-0.9567,0.018373
0.45,-1,0
0.475,-0.9567,0.017813
0.5,-0.9134,0.033198
0.675,-0.043301,0.01466
0.7017,-0.087891,0.026691
-1,0.65,0
-0.9567,0.625,0.015572
-0.91432,0.80176,0.02047
0.65,0,0
0.625,-0.043301,0.015697
0.6,-0.086603,0.030539
-0.9134,0.2,0.038477
-0.9567,0.225,0.02001
-0.9567,0.275,0.019675
-1,0.25,0
0.85,0,0
0.82497,-0.041121,0.0098821
0.91264,-0.39986,0.028453
0.91411,-0.80082,0.020359
0.80178,-0.91426,0.02048
-0.82457,0.95918,0.0097197
-0.85,1,0
-0.87457,0.95918,0.0078557
0.86698,-0.42408,0.041331
0.86773,-0.37422,0.039796
0.625,-0.1299,0.041851
0.575,-0.1299,0.04448
-0.89042,0.92502,0.012131
-0.80098,0.91423,0.020326
0.80167,-0.085711,0.020553
0.91419,-0.19903,0.020381
0.4,-0.086603,0.036457
0.3,-0.9134,0.037143
0.91182,-0.50006,0.029576
0.5,-0.086603,0.033735
-0.92502,-0.89042,0.013141
-0.91451,-0.80114,0.022435
-0.9567,-0.025,0.021086
-1,-0.05,0
-0.9567,-0.075,0.021177
-0.9134,6.94E-18,0.040205
-0.88414,-0.88345,0.019631
0.89082,-0.92473,0.012158
0.88414,-0.88345,0.017988
-0.91203,-0.70157,0.029364
-0.675,-0.9567,0.016012
-0.65,-1,0
-0.625,-0.9567,0.017137
0.6517,-0.17328,0.050496
0.6767,-0.12998,0.038755
0.525,-0.1299,0.046818
0.475,-0.1299,0.048941
0,0.05,0
-0.042514,0.071637,0.027411
-0.086603,0.4,0.036457
0.83276,-0.86639,0.026149
0.86697,-0.83208,0.026045
0.78461,-0.86289,0.031629
-0.1299,0.375,0.052834
-0.1299,0.425,0.05092
-0.086761,0.19869,0.042746
0.071637,-0.042514,0.02741
0.05,0,0
0.09542,-0.08601,0.048977
-0.9134,0.6,0.030257
-0.88345,0.88414,0.017988
-0.60019,-0.91286,0.033693
-0.7014,-0.91158,0.029505
-0.085974,0.095323,0.048969
-0.9134,-0.1,0.040573
-0.55074,0.82417,0.052175
-0.86978,0.62623,0.041531
-0.86978,0.57623,0.044047
0.075,-0.8701,0.056812
0.125,-0.8701,0.056161
0.12082,-0.13087,0.066609
0.068677,-0.12989,0.071871
-0.086139,0.80141,0.020657
-0.045019,0.77644,0.012445
0,0.75,0
0.4,-0.9134,0.035425
0.55,-0.17321,0.057453
0.67828,-0.21866,0.056974
0.62658,-0.21859,0.061877
0.86676,-0.16761,0.026115
0.88414,-0.11655,0.018035
0.83255,-0.13329,0.026206
-0.86283,-0.78419,0.03512
-0.86667,-0.83219,0.028844
-0.83246,-0.8665,0.028839
-0.9134,0.1,0.039494
-0.8701,-0.475,0.053282
-0.8701,-0.525,0.05139
-1.39E-17,-0.9134,0.040205
0.14704,-0.17398,0.0803
0.17378,-0.1301,0.062229
-0.45,1,0
-0.475,0.9567,0.015382
-0.78389,-0.86251,0.035217
-0.86968,-0.67644,0.043045
-0.86831,-0.72801,0.039324
0.8626,-0.21577,0.031481
0.78429,-0.13676,0.031718
-0.82048,-0.75906,0.046554
-0.44967,-0.82601,0.069035
-0.12543,0.95918,0.007872
-0.15,1,0
-0.17543,0.95918,0.0097404
-0.19868,0.91462,0.020273
0.86842,-0.5252,0.041612
0.86848,-0.47486,0.041609
0.86273,-0.78376,0.031416
-0.05,1,0
-0.084151,0.96585,0.0050536
-0.075271,0.89082,0.012188
0.92502,-0.10958,0.012159
0.82279,-0.55062,0.052494
0.86613,-0.57582,0.041512
0.475,-0.8701,0.048057
0.525,-0.8701,0.046178
-0.8701,0.525,0.046177
-0.8701,0.475,0.048057
-0.043895,0.5252,0.017631
0,0.55,0
-0.043895,0.5752,0.016814
-0.087196,0.6002,0.030717
-0.86884,0.72893,0.035172
-0.8701,0.67714,0.038467
-0.82648,0.55123,0.056803
-0.9567,-0.225,0.021129
-1,-0.25,0
-0.9567,-0.275,0.020983
-0.9134,-0.2,0.040524
0.19878,-0.086797,0.042758
0.45,-0.82679,0.061712
0.425,-0.8701,0.049699
-0.86668,0.83259,0.026124
-0.86324,0.78442,0.031586
-0.83237,0.8668,0.026041
-0.52388,0.78297,0.061535
-0.57481,0.78108,0.060838
-0.13725,0.78421,0.031811
-0.18129,0.75902,0.041982
-0.27524,0.78693,0.050245
-0.32097,0.78253,0.055017
-0.30077,0.74268,0.059869
-0.9134,0.3,0.037143
-0.8701,0.125,0.056161
-0.8701,0.075,0.056812
-0.12956,0.06794,0.07183
-0.13051,0.11999,0.066536
0.86534,-0.72727,0.035243
0.8182,-0.75852,0.041517
-0.225,-0.8701,0.057969
-0.175,-0.8701,0.058174
-0.67637,0.86802,0.037572
-0.72778,0.86637,0.034993
-0.49805,0.73903,0.070204
-0.47398,0.78212,0.061713
-0.17348,0.44994,0.063044
-0.9134,-0.3,0.039949
-0.78319,0.57786,0.064956
-0.78351,0.52663,0.068415
-0.22902,0.62679,0.063815
-0.17822,0.65194,0.051545
-0.22892,0.67734,0.05882
-0.025,-0.8701,0.057767
0.025,-0.8701,0.057349
0.05,-0.82679,0.072512
-0.125,-0.8701,0.058196
-0.15,-0.82679,0.074061
0.225,-0.1299,0.059196
0.275,-0.21651,0.084439
0.25,-0.17321,0.073054
0.225,-0.21651,0.087617
0.17395,-0.21828,0.091773
0.19895,-0.26158,0.10081
-0.8701,0.325,0.052411
-0.8701,0.275,0.053534
-0.1299,0.275,0.056838
-0.1299,0.325,0.054769
-0.10958,0.92502,0.012159
-0.11655,0.88414,0.018035
-0.17321,0.35,0.067881
-0.6254,-0.86746,0.04709
-0.57559,-0.86692,0.050073
-0.8701,0.025,0.057349
-0.8701,-0.025,0.057767
-0.82679,0.05,0.072512
-0.8701,0.225,0.054526
-0.82679,0.25,0.068456
-0.82679,0.35,0.065497
-0.8701,0.375,0.051141
-0.13006,0.17369,0.062221
-0.1299,0.225,0.059196
-0.17321,0.25,0.073054
0.42518,-0.78459,0.073844
0.47518,-0.78459,0.071239
0.375,-0.8701,0.051141
-0.8701,-0.275,0.057557
-0.8701,-0.175,0.058174
-0.8701,-0.225,0.057969
-0.13335,0.83274,0.026193
-0.16766,0.86695,0.026093
-0.21547,0.86322,0.031345
-0.7273,-0.86583,0.039994
-0.67591,-0.86764,0.043645
-0.7584,-0.81857,0.047009
-0.26738,0.69964,0.061999
-0.21658,0.72479,0.051562
-0.37428,0.86985,0.039273
-0.425,0.8701,0.040546
0.72841,-0.13127,0.035407
0.86711,-0.67601,0.0378
-0.78421,0.86268,0.031386
-0.65221,0.82246,0.048896
0.77209,-0.37251,0.060378
0.82219,-0.34787,0.049054
0.7722,-0.32194,0.056925
0.75929,-0.17885,0.041552
-0.17365,0.1463,0.08025
-0.8701,-0.075,0.058054
-0.8701,-0.125,0.058196
-0.075,-0.8701,0.058054
-0.1277,0.01162,0.079933
-0.17223,0.036285,0.091848
0.275,-0.8701,0.053534
0.325,-0.8701,0.052411
0.35,-0.82679,0.065497
0.86695,-0.62562,0.039937
0.82066,-0.65164,0.049304
0.575,-0.8701,0.044015
0.625,-0.8701,0.041514
-0.55007,-0.82338,0.064816
-0.65131,-0.8217,0.05776
0.175,-0.8701,0.0554
0.225,-0.8701,0.054526
0.25,-0.82679,0.068456
-0.11696,-0.041995,0.087514
-0.82679,-0.25,0.073561
0.82358,-0.44922,0.052348
0.325,-0.1299,0.054769
0.275,-0.1299,0.056838
0.15,-0.82679,0.070772
0.014588,-0.12908,0.079935
-0.038823,-0.11855,0.08729
-0.23995,0.82116,0.040989
-0.82679,-0.45,0.068771
-0.69689,-0.175,0.1116
-0.74019,-0.2,0.10062
-0.69689,-0.225,0.11139
-0.34772,0.82679,0.048071
-0.37325,0.78254,0.05843
-0.31311,0.69523,0.068055
-0.375,-0.78349,0.084942
-0.325,-0.78349,0.086348
-0.05,-0.82679,0.073648
-0.86944,-0.57571,0.049262
-0.86944,-0.62571,0.046478
-0.78042,-0.77915,0.050807
-0.72382,-0.78247,0.058539
-0.4499,0.82643,0.051704
0.025,-0.78349,0.086604
0.075,-0.78349,0.085684
-0.25,-0.82679,0.073561
0.78184,-0.47626,0.061794
0.78033,-0.42548,0.061071
0.55,-0.82679,0.056793
-0.82679,-0.05,0.073648
-0.21754,0.5234,0.069712
-0.17604,0.55063,0.058128
-0.21982,0.57415,0.066475
0.73716,-0.49976,0.070545
0.78041,-0.5235,0.062065
0.40015,-0.74287,0.084654
0.37497,-0.78508,0.076023
0.225,-0.78349,0.081894
0.275,-0.78349,0.08028
0.32497,-0.78508,0.078051
0.5762,-0.21658,0.065644
0.5262,-0.21658,0.069304
0.69848,-0.25857,0.060941
0.72361,-0.21326,0.051174
0.525,-0.78349,0.068523
0.575,-0.78349,0.065104
0.78305,-0.27523,0.050884
0.73295,-0.29988,0.061255
-0.8701,0.175,0.0554
-0.82679,0.15,0.070772
0.86785,-0.32365,0.037684
0.86616,-0.27224,0.03512
0.09439,-0.26599,0.11041
0.12099,-0.21905,0.096446
0.067481,-0.22169,0.10254
-0.82614,-0.55071,0.063967
-0.22021,0.066453,0.10227
-0.21826,0.11984,0.096334
-0.26438,0.093691,0.11013
-0.13306,0.57589,0.045321
-0.13246,0.62569,0.042484
-0.78349,-0.225,0.087929
-0.78349,-0.275,0.087328
-0.7859,-0.72296,0.057988
0.77812,-0.57412,0.061453
-0.8701,0.425,0.049699
-0.82679,0.45,0.061712
-0.21651,0.225,0.087617
-0.21651,0.275,0.084439
-0.21781,0.17354,0.091675
-0.82649,0.65337,0.050076
-0.82121,0.75976,0.04132
-0.78349,-0.325,0.086348
-0.78349,-0.375,0.084941
-0.275,-0.78349,0.087328
-0.3,-0.74019,0.099311
0.67689,-0.8703,0.038436
0.7287,-0.86898,0.03516
0.65189,-0.827,0.050079
0.76933,-0.67708,0.057345
0.76917,-0.62669,0.060842
0.81874,-0.24082,0.041485
-0.78349,-0.425,0.083058
-0.78349,-0.475,0.080643
-0.78349,0.275,0.08028
-0.78349,0.225,0.081894
-0.78037,-0.62688,0.070127
-0.82572,-0.65215,0.056664
-0.78061,-0.6776,0.064668
0.2,-0.74019,0.093834
0.175,-0.78349,0.083328
0.425,-0.1299,0.05092
0.375,-0.1299,0.052834
-0.75917,0.81894,0.041329
-0.62702,0.77194,0.060309
-0.67755,0.77211,0.056825
0.60278,-0.26196,0.071824
0.03999,-0.17394,0.091888
-0.74019,-0.3,0.099311
-0.67654,-0.77113,0.066799
-0.62604,-0.77094,0.072397
-0.78352,0.4766,0.071408
-0.78352,0.4266,0.074033
-0.27052,0.59955,0.073529
0.35,-0.17321,0.067881
0.45,-0.17321,0.062963
-0.73891,0.60484,0.070963
-0.78188,0.62944,0.061096
-0.7814,0.78024,0.044648
-0.78701,0.72476,0.050767
-0.82679,-0.15,0.074061
-0.78349,0.175,0.083328
-0.78349,0.125,0.08459
-0.78289,-0.52594,0.077735
-0.73959,-0.50094,0.09056
-0.74055,-0.69769,0.070001
-0.21522,0.32508,0.081144
-0.25852,0.30008,0.093241
-0.74019,0.2,0.093834
0.75968,-0.82111,0.041346
0.77955,-0.78095,0.044801
0.78217,-0.72446,0.050901
0.013392,-0.22088,0.10874
-0.47387,-0.78174,0.081198
-0.42421,-0.78252,0.083375
-0.21835,0.010133,0.10854
-0.78391,0.37624,0.076266
-0.78391,0.32624,0.07831
0.62622,-0.78291,0.061174
0.6781,-0.78311,0.056364
0.475,-0.21651,0.07267
0.425,-0.21651,0.07572
0.29997,-0.74178,0.089658
-0.175,-0.78349,0.088193
-0.125,-0.78349,0.088159
-0.60015,0.73073,0.069109
-0.42408,0.78249,0.060595
-0.74061,0.30124,0.08987
-0.74063,0.40284,0.084983
-0.025,-0.69689,0.11002
0,-0.74019,0.099099
0.025,-0.69689,0.10891
-0.78349,-0.025,0.087337
-0.78349,-0.075,0.087864
-0.65429,0.66648,0.074933
-0.69497,0.689,0.067732
-0.69691,0.6339,0.074179
-0.7822,0.68035,0.056298
-0.076113,-0.15841,0.1072
-0.10084,-0.10382,0.098603
-0.49697,-0.73799,0.091228
-0.52243,-0.78149,0.078348
-0.78349,0.075,0.085684
-0.78349,0.025,0.086604
-0.74019,-3.47E-17,0.099099
0.77949,-0.21875,0.044933
-0.225,-0.78349,0.087929
-0.2,-0.74019,0.10062
-0.78224,-0.57665,0.074157
-0.57317,-0.77963,0.075099
-0.69689,0.025,0.10891
-0.69689,-0.025,0.11002
-0.78349,-0.125,0.088159
-0.78349,-0.175,0.088193
0.074953,-0.69492,0.10799
0.049953,-0.65162,0.1171
0.5012,-0.25988,0.080062
-0.075,-0.78349,0.087864
-0.025,-0.78349,0.087337
0.375,-0.21651,0.078624
0.325,-0.21651,0.081489
-0.72497,0.78394,0.050561
-0.7424,0.70083,0.060239
0.60122,-0.73961,0.07118
0.72678,-0.59956,0.069809
-0.60949,-0.02636,0.12614
-0.65359,-0.05,0.11939
-0.60949,-0.07636,0.12741
-0.74019,-0.4,0.096088
-0.15425,-0.081858,0.1073
-0.05,-0.65359,0.11939
-0.075,-0.69689,0.11086
-0.74019,-0.1,0.10044
-0.69978,0.73341,0.061007
0.50018,-0.74129,0.078909
0.4,-0.25981,0.087115
-0.21522,0.37508,0.07829
-0.21585,0.42462,0.075583
-0.21613,0.47456,0.072611
-0.25787,0.39969,0.086728
-0.25991,0.49807,0.080303
-0.39733,0.73823,0.067824
-0.74024,0.50323,0.078898
-0.74019,0.1,0.096856
-0.26112,0.19854,0.10073
-0.3029,0.56254,0.082008
-0.3121,0.61518,0.077834
-0.33873,0.64975,0.076731
-0.37212,0.69279,0.073643
0.4753,-0.69802,0.088336
0.52512,-0.69693,0.084648
0.69064,-0.52154,0.078317
0.69206,-0.47431,0.078079
-0.56505,0.70095,0.075587
-0.61725,0.6918,0.074322
-0.69745,0.43025,0.091524
-0.69783,0.37988,0.094541
-0.29814,0.37486,0.096188
-0.29878,0.4244,0.092785
-0.69689,-0.075,0.11086
-0.69689,-0.125,0.1114
-0.65359,-0.15,0.12081
-0.69855,-0.73171,0.07146
0.53035,-0.30347,0.085055
0.47915,-0.3034,0.089361
0.68306,-0.61506,0.075764
0.69201,-0.56249,0.077101
0.125,-0.78349,0.08459
0.1,-0.74019,0.096856
0.72364,-0.78704,0.050888
0.73068,-0.69951,0.06144
0.3,-0.25981,0.093533
0.22615,-0.30367,0.10739
0.1751,-0.30545,0.11144
-0.17574,-0.61027,0.1287
-0.15,-0.65359,0.12081
-0.12574,-0.61027,0.1282
-0.225,-0.69689,0.11139
-0.175,-0.69689,0.1116
-0.69655,-0.27628,0.11079
-0.69655,-0.32628,0.1096
-0.325,-0.69689,0.10956
-0.275,-0.69689,0.11073
0.73034,-0.39956,0.069295
0.68763,-0.30528,0.068228
0.44997,-0.65817,0.096074
0.42503,-0.70252,0.090991
0.62441,-0.61425,0.083742
0.65918,-0.65132,0.076169
-0.42295,0.69275,0.07654
-0.69674,0.53125,0.084166
-0.69675,0.48122,0.088107
0.69923,-0.43468,0.075966
0.69098,-0.38172,0.074577
0.66584,-0.34519,0.075258
0.63472,-0.38032,0.082321
-0.73713,-0.60211,0.082374
-0.69548,-0.57904,0.093397
-0.69361,-0.62927,0.087828
-0.39921,-0.73922,0.096377
-0.21975,0.78131,0.044808
-0.69326,-0.68635,0.079793
-0.65161,-0.66329,0.089866
-0.61492,-0.68848,0.090575
-0.59839,-0.72906,0.084487
-0.56205,-0.69717,0.094828
0.69798,-0.74296,0.060504
0.68513,-0.69558,0.068167
-0.1,-0.74019,0.10044
-0.3402,0.35077,0.10449
-0.29929,0.32607,0.099727
-0.69689,0.225,0.1023
-0.69689,0.175,0.10426
-0.32652,-0.52116,0.13937
0.57527,-0.69535,0.080431
0.62648,-0.69477,0.075275
-0.69921,0.32828,0.097096
-0.6988,0.27704,0.099659
-0.65603,0.35569,0.10266
-0.0021035,-0.56449,0.13092
-0.65325,-0.25128,0.12061
0.63137,-0.30388,0.074974
0.58099,-0.30187,0.080063
0.37482,-0.70302,0.093901
-0.6555,0.25204,0.10834
-0.30482,0.17438,0.11138
-0.30352,0.22584,0.10738
-0.69665,-0.4764,0.10223
-0.69605,-0.52734,0.098323
-0.65253,-0.5545,0.10405
-0.30058,0.27599,0.10336
-0.34429,0.25183,0.11201
-0.3096,0.12636,0.11596
-0.69481,0.125,0.10645
-0.69481,0.074996,0.10801
-0.52037,-0.69265,0.099641
-0.47181,-0.6929,0.10337
-0.30245,0.47235,0.089753
-0.30385,0.52118,0.08592
-0.47362,0.69468,0.077647
-0.52352,0.69553,0.077507
-0.65151,0.15,0.11351
-0.65151,0.049996,0.11712
-0.69822,0.58232,0.079351
-0.65395,0.45827,0.096001
0.2752,-0.70014,0.099486
0.32518,-0.70172,0.096786
0.25331,-0.34572,0.1121
0.27716,-0.30185,0.10351
-0.4241,-0.69423,0.10605
-0.37489,-0.6952,0.1082
-0.44842,0.64924,0.08395
-0.37112,0.61274,0.084322
-0.69815,-0.3758,0.10748
-0.69815,-0.4258,0.10507
0.17461,-0.69647,0.10436
0.22461,-0.69647,0.1024
0.24982,-0.65641,0.10831
0.35005,-0.66137,0.10221
0.32716,-0.30185,0.10011
-0.65474,0.56031,0.087054
-0.61918,0.6367,0.081816
0.42804,-0.30291,0.093209
0.45719,-0.3465,0.097206
0.55039,-0.65209,0.088323
0.37804,-0.30291,0.096794
-0.125,-0.69689,0.1114
-0.6055,0.073169,0.12329
-0.60758,0.023173,0.12485
-0.61756,0.28002,0.11205
-0.61566,0.22797,0.11505
-0.34989,-0.6519,0.11847
-0.47365,-0.60155,0.1203
-0.50258,-0.55276,0.12466
-0.56349,-0.0031869,0.13106
-0.34272,0.44751,0.097522
-0.57645,0.30857,0.11439
-0.61629,0.33263,0.10912
-0.61491,0.38424,0.10591
-0.51911,-0.033177,0.13596
0.3552,-0.34496,0.10482
0.3268,-0.62187,0.10884
0.37644,-0.62317,0.10554
-0.4475,-0.64888,0.11401
-0.024408,-0.2758,0.12442
-0.051899,-0.22806,0.11905
-0.61048,0.58957,0.088172
-0.609,0.5385,0.093722
-0.60312,0.17542,0.11913
-0.60104,0.12542,0.12167
-0.38105,0.32816,0.111
-0.37989,0.37695,0.10729
-0.60883,0.48867,0.098395
0.38318,-0.38656,0.10746
0.3323,-0.3855,0.11114
0.55894,-0.34539,0.087772
0.42126,-0.62759,0.10192
0.47153,-0.62309,0.098499
0.51771,-0.59801,0.096626
-0.22504,-0.057116,0.11915
0.43604,-0.39081,0.10363
0.12703,-0.31064,0.11608
0.073518,-0.31327,0.12097
-0.54062,0.6566,0.083098
-0.43302,0.48734,0.10197
-0.37899,0.46936,0.099711
-0.40043,0.51344,0.097443
-0.65451,-0.35208,0.11787
-0.075695,-0.60998,0.12732
-0.60309,-0.52639,0.11517
-0.27302,-0.026948,0.12424
0.398,-0.58809,0.10742
0.12495,-0.69492,0.10643
0.14957,-0.65119,0.11358
0.026069,-0.31889,0.12596
0.17474,-0.60287,0.1192
-0.60915,-0.22793,0.1289
-0.60881,-0.27921,0.12836
-0.65461,-0.4522,0.11259
0.56786,-0.59643,0.09163
0.64691,-0.53704,0.084567
-0.37489,-0.6086,0.12539
-0.56618,-0.50028,0.12311
-0.6162,-0.47669,0.11767
-0.42593,-0.60288,0.12356
-0.61771,-0.4261,0.12106
-0.37252,-0.52461,0.13733
-0.52218,-0.18022,0.13997
-0.56538,-0.20493,0.13538
0.22636,-0.61538,0.11517
0.023592,-0.6081,0.12476
-0.34544,0.53681,0.089976
-0.39947,0.55479,0.093142
-0.4261,0.58936,0.090831
-0.37532,0.42142,0.10336
0.59036,-0.51922,0.092296
0.60746,-0.46535,0.089978
0.27695,-0.61905,0.11205
-0.40104,-0.56127,0.13129
-0.60906,-0.33096,0.12703
-0.61066,-0.38048,0.12479
-0.41616,0.3988,0.10861
-0.60953,0.4377,0.10254
-0.56979,0.41465,0.10748
0.28196,-0.3851,0.11467
0.30994,-0.42671,0.11591
-0.38296,0.28051,0.11457
-0.11391,-0.21333,0.12499
-0.52253,-0.080274,0.13746
-0.56572,-0.10336,0.1339
-0.52285,-0.13092,0.13892
-0.60982,-0.12701,0.12829
-0.60982,-0.17701,0.12878
-0.45304,0.43082,0.10785
-0.025695,-0.60998,0.12605
0.6527,-0.45647,0.083679
0.61463,-0.42572,0.087698
0.33658,-0.46544,0.11556
-0.51836,-0.49635,0.12936
-0.47678,0.5913,0.092199
-0.53192,0.60947,0.089679
0.59173,-0.56017,0.090947
0.58948,-0.38919,0.088521
-0.57345,0.61489,0.087489
